2025-08-27 15:45:17,501 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 16:01:44,749 | INFO | pages.base_page | Clicking element: ('xpath', "//button[.//i[contains(@class,'plus')]]")
2025-08-27 16:01:49,478 | INFO | pages.base_page | Clicking element: ('xpath', "//label[text()='Expense Type']/../following-sibling::div//div[contains(@class,'oxd-select-text')]")
2025-08-27 16:01:50,050 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//div[@role='listbox' and not(contains(@style,'display: none'))]//div[@role='option'][normalize-space()='Accommodation']") (timeout=10)
2025-08-27 16:01:50,066 | INFO | pages.base_page | Clicking element: ('xpath', "//div[@role='listbox' and not(contains(@style,'display: none'))]//div[@role='option'][normalize-space()='Accommodation']")
2025-08-27 16:01:50,121 | INFO | pages.base_page | Typing text into element ('xpath', "//label[text()='Amount']/../following-sibling::div//input"): '10'
2025-08-27 16:01:50,121 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//label[text()='Amount']/../following-sibling::div//input") (timeout=10)
2025-08-27 16:01:50,212 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//label[text()='Amount']/../following-sibling::div//input")
2025-08-27 16:01:50,212 | INFO | pages.base_page | Typing text into element ('xpath', "//label[text()='Note']/../following-sibling::div//textarea"): 'Automated claim item'
2025-08-27 16:01:50,212 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//label[text()='Note']/../following-sibling::div//textarea") (timeout=10)
2025-08-27 16:01:50,311 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//label[text()='Note']/../following-sibling::div//textarea")
2025-08-27 16:01:50,311 | INFO | pages.base_page | Typing text into element ('xpath', "//input[@placeholder='yyyy-dd-mm'][1]"): '2025-08-27'
2025-08-27 16:01:50,311 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//input[@placeholder='yyyy-dd-mm'][1]") (timeout=10)
2025-08-27 16:01:50,395 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//input[@placeholder='yyyy-dd-mm'][1]")
2025-08-27 16:01:50,395 | INFO | pages.base_page | Clicking element: ('xpath', "//button[normalize-space()='Save']")
2025-08-27 16:01:50,457 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//div[contains(@class,'oxd-toast--success')]")
2025-08-27 16:01:50,985 | INFO | pages.claims_page | Claim created successfully
2025-08-27 16:01:58,777 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 16:02:01,746 | INFO | pages.base_page | Typing text into element ('name', 'username'): 'Admin'
2025-08-27 16:02:01,746 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'username') (timeout=10)
2025-08-27 16:02:02,390 | INFO | pages.base_page | Successfully typed text into element ('name', 'username')
2025-08-27 16:02:02,390 | INFO | pages.base_page | Typing text into element ('name', 'password'): 'admin123'
2025-08-27 16:02:02,390 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'password') (timeout=10)
2025-08-27 16:02:02,470 | INFO | pages.base_page | Successfully typed text into element ('name', 'password')
2025-08-27 16:02:02,470 | INFO | pages.base_page | Clicking element: ('xpath', "//button[@type='submit']")
2025-08-27 16:02:02,530 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//p[contains(@class,'oxd-userdropdown-name')]")
2025-08-27 16:02:04,405 | INFO | pages.base_page | Clicking element: ('xpath', "//p[contains(@class,'oxd-userdropdown-name')]")
2025-08-27 16:02:04,466 | INFO | pages.base_page | Clicking element: ('xpath', "//a[text()='Logout']")
2025-08-27 16:02:13,728 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 16:02:17,331 | INFO | pages.base_page | Typing text into element ('name', 'username'): 'manager@guvi.in'
2025-08-27 16:02:17,331 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'username') (timeout=10)
2025-08-27 16:02:18,475 | INFO | pages.base_page | Successfully typed text into element ('name', 'username')
2025-08-27 16:02:18,476 | INFO | pages.base_page | Typing text into element ('name', 'password'): 'password@123'
2025-08-27 16:02:18,476 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'password') (timeout=10)
2025-08-27 16:02:18,558 | INFO | pages.base_page | Successfully typed text into element ('name', 'password')
2025-08-27 16:02:18,559 | INFO | pages.base_page | Clicking element: ('xpath', "//button[@type='submit']")
2025-08-27 16:02:18,633 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//p[contains(@class,'oxd-alert-content-text')] | //p[@class='oxd-text oxd-text--p oxd-alert-content-text']")
2025-08-27 16:02:20,052 | INFO | pages.base_page | Retrieving text from element: ('xpath', "//p[contains(@class,'oxd-alert-content-text')] | //p[@class='oxd-text oxd-text--p oxd-alert-content-text']")
2025-08-27 16:02:27,792 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 16:02:30,707 | INFO | pages.base_page | Typing text into element ('name', 'username'): 'suman@guvi.in'
2025-08-27 16:02:30,707 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'username') (timeout=10)
2025-08-27 16:02:31,371 | INFO | pages.base_page | Successfully typed text into element ('name', 'username')
2025-08-27 16:02:31,371 | INFO | pages.base_page | Typing text into element ('name', 'password'): 'password@123'
2025-08-27 16:02:31,372 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'password') (timeout=10)
2025-08-27 16:02:31,459 | INFO | pages.base_page | Successfully typed text into element ('name', 'password')
2025-08-27 16:02:31,459 | INFO | pages.base_page | Clicking element: ('xpath', "//button[@type='submit']")
2025-08-27 16:02:31,529 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//p[contains(@class,'oxd-alert-content-text')] | //p[@class='oxd-text oxd-text--p oxd-alert-content-text']")
2025-08-27 16:02:32,938 | INFO | pages.base_page | Retrieving text from element: ('xpath', "//p[contains(@class,'oxd-alert-content-text')] | //p[@class='oxd-text oxd-text--p oxd-alert-content-text']")
2025-08-27 16:02:40,612 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 16:02:51,182 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 16:02:54,500 | INFO | pages.base_page | Checking visibility of element: ('name', 'username')
2025-08-27 16:02:55,074 | INFO | pages.base_page | Checking visibility of element: ('name', 'password')
2025-08-27 16:03:02,782 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 16:03:06,039 | INFO | pages.base_page | Typing text into element ('name', 'username'): 'Admin'
2025-08-27 16:03:06,039 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'username') (timeout=10)
2025-08-27 16:03:06,686 | INFO | pages.base_page | Successfully typed text into element ('name', 'username')
2025-08-27 16:03:06,686 | INFO | pages.base_page | Typing text into element ('name', 'password'): 'admin123'
2025-08-27 16:03:06,686 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'password') (timeout=10)
2025-08-27 16:03:06,774 | INFO | pages.base_page | Successfully typed text into element ('name', 'password')
2025-08-27 16:03:06,774 | INFO | pages.base_page | Clicking element: ('xpath', "//button[@type='submit']")
2025-08-27 16:03:06,832 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//span[text()='Admin']")
2025-08-27 16:03:08,698 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='Admin']")
2025-08-27 16:03:09,715 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//span[text()='PIM']")
2025-08-27 16:03:10,370 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='PIM']")
2025-08-27 16:03:11,280 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//span[text()='Leave']")
2025-08-27 16:03:11,931 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='Leave']")
2025-08-27 16:03:12,815 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//span[text()='Time']")
2025-08-27 16:03:13,467 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='Time']")
2025-08-27 16:03:14,346 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//span[text()='Recruitment']")
2025-08-27 16:03:14,977 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='Recruitment']")
2025-08-27 16:03:15,877 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//span[text()='My Info']")
2025-08-27 16:03:16,535 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='My Info']")
2025-08-27 16:03:17,473 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//span[text()='Performance']")
2025-08-27 16:03:18,133 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='Performance']")
2025-08-27 16:03:19,094 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//span[text()='Dashboard']")
2025-08-27 16:03:19,746 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='Dashboard']")
2025-08-27 16:03:28,592 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 16:03:31,781 | INFO | pages.base_page | Typing text into element ('name', 'username'): 'Admin'
2025-08-27 16:03:31,781 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'username') (timeout=10)
2025-08-27 16:03:32,426 | INFO | pages.base_page | Successfully typed text into element ('name', 'username')
2025-08-27 16:03:32,426 | INFO | pages.base_page | Typing text into element ('name', 'password'): 'admin123'
2025-08-27 16:03:32,426 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'password') (timeout=10)
2025-08-27 16:03:32,509 | INFO | pages.base_page | Successfully typed text into element ('name', 'password')
2025-08-27 16:03:32,509 | INFO | pages.base_page | Clicking element: ('xpath', "//button[@type='submit']")
2025-08-27 16:03:32,572 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='Admin']")
2025-08-27 16:03:35,430 | INFO | pages.admin_page | Adding new user: sivakumar14256 for employee: Ravi M B
2025-08-27 16:03:35,430 | INFO | pages.base_page | Clicking element: ('xpath', "//button[.//i[contains(@class,'plus')]] | //button[normalize-space()='Add']")
2025-08-27 16:03:36,627 | INFO | pages.base_page | Clicking element: ('xpath', "//label[text()='User Role']/../following-sibling::div//div[contains(@class,'oxd-select-text')]")
2025-08-27 16:03:37,301 | INFO | pages.base_page | Clicking element: ('xpath', "//div[@role='listbox']//span[text()='ESS']")
2025-08-27 16:03:37,356 | INFO | pages.base_page | Clicking element: ('xpath', "//label[text()='Status']/../following-sibling::div//div[contains(@class,'oxd-select-text')]")
2025-08-27 16:03:37,405 | INFO | pages.base_page | Clicking element: ('xpath', "//div[@role='listbox']//span[text()='Enabled']")
2025-08-27 16:03:37,459 | INFO | pages.base_page | Typing text into element ('xpath', "//label[text()='Employee Name']/../following-sibling::div//input"): 'Ravi M B'
2025-08-27 16:03:37,459 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//label[text()='Employee Name']/../following-sibling::div//input") (timeout=10)
2025-08-27 16:03:37,540 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//label[text()='Employee Name']/../following-sibling::div//input")
2025-08-27 16:03:37,541 | INFO | pages.base_page | Clicking element: ('xpath', "//div[@role='listbox']//span")
2025-08-27 16:03:39,123 | INFO | pages.base_page | Typing text into element ('xpath', "//label[text()='Username']/../following-sibling::div//input"): 'sivakumar14256'
2025-08-27 16:03:39,123 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//label[text()='Username']/../following-sibling::div//input") (timeout=10)
2025-08-27 16:03:39,220 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//label[text()='Username']/../following-sibling::div//input")
2025-08-27 16:03:39,220 | INFO | pages.base_page | Typing text into element ('xpath', "//label[text()='Password']/../following-sibling::div//input"): 'Pass@123'
2025-08-27 16:03:39,220 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//label[text()='Password']/../following-sibling::div//input") (timeout=10)
2025-08-27 16:03:39,295 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//label[text()='Password']/../following-sibling::div//input")
2025-08-27 16:03:39,296 | INFO | pages.base_page | Typing text into element ('xpath', "//label[text()='Confirm Password']/../following-sibling::div//input"): 'Pass@123'
2025-08-27 16:03:39,296 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//label[text()='Confirm Password']/../following-sibling::div//input") (timeout=10)
2025-08-27 16:03:39,374 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//label[text()='Confirm Password']/../following-sibling::div//input")
2025-08-27 16:03:39,375 | INFO | pages.base_page | Clicking element: ('xpath', "//button[normalize-space()='Save']")
2025-08-27 16:03:39,436 | INFO | pages.admin_page | Clicked 'Save' button
2025-08-27 16:03:39,436 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//div[contains(@class,'oxd-toast--success')]")
2025-08-27 16:03:41,494 | INFO | pages.admin_page | User 'sivakumar14256' added successfully.
2025-08-27 16:03:41,494 | INFO | pages.base_page | Clicking element: ('xpath', "//p[contains(@class,'oxd-userdropdown-name')]")
2025-08-27 16:03:41,555 | INFO | pages.base_page | Clicking element: ('xpath', "//a[text()='Logout']")
2025-08-27 16:03:43,041 | INFO | pages.base_page | Typing text into element ('name', 'username'): 'sivakumar14256'
2025-08-27 16:03:43,041 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'username') (timeout=10)
2025-08-27 16:03:43,669 | INFO | pages.base_page | Successfully typed text into element ('name', 'username')
2025-08-27 16:03:43,670 | INFO | pages.base_page | Typing text into element ('name', 'password'): 'Pass@123'
2025-08-27 16:03:43,670 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'password') (timeout=10)
2025-08-27 16:03:43,747 | INFO | pages.base_page | Successfully typed text into element ('name', 'password')
2025-08-27 16:03:43,747 | INFO | pages.base_page | Clicking element: ('xpath', "//button[@type='submit']")
2025-08-27 16:03:43,797 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//p[contains(@class,'oxd-userdropdown-name')]")
2025-08-27 16:03:53,437 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 16:03:56,675 | INFO | pages.base_page | Typing text into element ('name', 'username'): 'Admin'
2025-08-27 16:03:56,675 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'username') (timeout=10)
2025-08-27 16:03:57,327 | INFO | pages.base_page | Successfully typed text into element ('name', 'username')
2025-08-27 16:03:57,327 | INFO | pages.base_page | Typing text into element ('name', 'password'): 'admin123'
2025-08-27 16:03:57,327 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'password') (timeout=10)
2025-08-27 16:03:57,408 | INFO | pages.base_page | Successfully typed text into element ('name', 'password')
2025-08-27 16:03:57,409 | INFO | pages.base_page | Clicking element: ('xpath', "//button[@type='submit']")
2025-08-27 16:03:57,468 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='Admin']")
2025-08-27 16:04:00,375 | INFO | pages.admin_page | Searching for user: sivakumar14256
2025-08-27 16:04:00,375 | INFO | pages.base_page | Typing text into element ('xpath', "//label[text()='Username']/../following-sibling::div//input"): 'sivakumar14256'
2025-08-27 16:04:00,375 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//label[text()='Username']/../following-sibling::div//input") (timeout=10)
2025-08-27 16:04:01,110 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//label[text()='Username']/../following-sibling::div//input")
2025-08-27 16:04:01,110 | INFO | pages.base_page | Clicking element: ('xpath', "//button[normalize-space()='Search']")
2025-08-27 16:04:01,199 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//div[@role='table']//div[@role='row']")
2025-08-27 16:04:05,125 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 16:04:08,366 | INFO | pages.base_page | Clicking element: ('xpath', "//p[@class='oxd-text oxd-text--p orangehrm-login-forgot-header']")
2025-08-27 16:04:09,708 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//input[@name='username' or @placeholder='Username']")
2025-08-27 16:04:10,264 | INFO | pages.base_page | Typing text into element ('xpath', "//input[@name='username' or @placeholder='Username']"): 'Admin'
2025-08-27 16:04:10,264 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//input[@name='username' or @placeholder='Username']") (timeout=10)
2025-08-27 16:04:10,359 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//input[@name='username' or @placeholder='Username']")
2025-08-27 16:04:10,359 | INFO | pages.base_page | Clicking element: ('xpath', "//button[@type='submit' and normalize-space()='Reset Password'] | //button[@type='submit']")
2025-08-27 16:04:10,421 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//h6[contains(text(),'Reset Password link sent successfully')] | //p[contains(text(),'instructions')] | //h6[@class='oxd-text oxd-text--h6 orangehrm-forgot-password-title']")
2025-08-27 16:04:20,149 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 16:04:23,416 | INFO | pages.base_page | Typing text into element ('name', 'username'): 'Admin'
2025-08-27 16:04:23,416 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'username') (timeout=10)
2025-08-27 16:04:24,057 | INFO | pages.base_page | Successfully typed text into element ('name', 'username')
2025-08-27 16:04:24,058 | INFO | pages.base_page | Typing text into element ('name', 'password'): 'admin123'
2025-08-27 16:04:24,058 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'password') (timeout=10)
2025-08-27 16:04:24,137 | INFO | pages.base_page | Successfully typed text into element ('name', 'password')
2025-08-27 16:04:24,137 | INFO | pages.base_page | Clicking element: ('xpath', "//button[@type='submit']")
2025-08-27 16:04:24,195 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='My Info']")
2025-08-27 16:04:27,153 | INFO | pages.base_page | Clicking element: ('xpath', "//a[normalize-space()='Personal Details']")
2025-08-27 16:04:28,442 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//h6[contains(@class,'orangehrm-main-title')]")
2025-08-27 16:04:29,140 | INFO | pages.base_page | Clicking element: ('xpath', "//a[normalize-space()='Contact Details']")
2025-08-27 16:04:29,794 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//h6[contains(@class,'orangehrm-main-title')]")
2025-08-27 16:04:30,474 | INFO | pages.base_page | Clicking element: ('xpath', "//a[normalize-space()='Emergency Contacts']")
2025-08-27 16:04:31,037 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//h6[contains(@class,'orangehrm-main-title')]")
2025-08-27 16:04:31,677 | INFO | pages.base_page | Clicking element: ('xpath', "//a[normalize-space()='Dependents']")
2025-08-27 16:04:32,266 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//h6[contains(@class,'orangehrm-main-title')]")
2025-08-27 16:04:32,899 | INFO | pages.base_page | Clicking element: ('xpath', "//a[normalize-space()='Immigration']")
2025-08-27 16:04:33,473 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//h6[contains(@class,'orangehrm-main-title')]")
2025-08-27 16:04:42,442 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 16:04:45,615 | INFO | pages.base_page | Typing text into element ('name', 'username'): 'Admin'
2025-08-27 16:04:45,615 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'username') (timeout=10)
2025-08-27 16:04:46,261 | INFO | pages.base_page | Successfully typed text into element ('name', 'username')
2025-08-27 16:04:46,261 | INFO | pages.base_page | Typing text into element ('name', 'password'): 'admin123'
2025-08-27 16:04:46,262 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'password') (timeout=10)
2025-08-27 16:04:46,341 | INFO | pages.base_page | Successfully typed text into element ('name', 'password')
2025-08-27 16:04:46,341 | INFO | pages.base_page | Clicking element: ('xpath', "//button[@type='submit']")
2025-08-27 16:04:46,399 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='Leave']")
2025-08-27 16:04:49,228 | INFO | pages.base_page | Clicking element: ('xpath', "//a[normalize-space()='Assign Leave']")
2025-08-27 16:04:50,840 | INFO | pages.base_page | Typing text into element ('xpath', "//label[text()='Employee Name']/../following-sibling::div//input"): 'Rahul  Das'
2025-08-27 16:04:50,841 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//label[text()='Employee Name']/../following-sibling::div//input") (timeout=10)
2025-08-27 16:04:51,548 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//label[text()='Employee Name']/../following-sibling::div//input")
2025-08-27 16:04:51,548 | INFO | pages.base_page | Clicking element: ('xpath', "//div[@role='listbox']//span")
2025-08-27 16:04:53,133 | INFO | pages.base_page | Clicking element: ('xpath', "//label[text()='Leave Type']/../following-sibling::div//div[contains(@class,'oxd-select-text')]")
2025-08-27 16:04:53,187 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//div[@role='listbox' and not(contains(@style,'display: none'))]//div[@role='option'][normalize-space()='CAN - Personal']") (timeout=10)
2025-08-27 16:04:53,206 | INFO | pages.base_page | Clicking element: ('xpath', "//div[@role='listbox' and not(contains(@style,'display: none'))]//div[@role='option'][normalize-space()='CAN - Personal']")
2025-08-27 16:04:53,260 | INFO | pages.base_page | Typing text into element ('xpath', "//input[@placeholder='yyyy-dd-mm'][1]"): '2025-08-27'
2025-08-27 16:04:53,260 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//input[@placeholder='yyyy-dd-mm'][1]") (timeout=10)
2025-08-27 16:04:53,341 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//input[@placeholder='yyyy-dd-mm'][1]")
2025-08-27 16:04:53,342 | INFO | pages.base_page | Typing text into element ('xpath', "//label[text()='Comments']/../following-sibling::div//textarea"): 'Automated leave'
2025-08-27 16:04:53,342 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//label[text()='Comments']/../following-sibling::div//textarea") (timeout=10)
2025-08-27 16:04:53,447 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//label[text()='Comments']/../following-sibling::div//textarea")
2025-08-27 16:04:53,447 | INFO | pages.base_page | Clicking element: ('xpath', "//button[normalize-space()='Assign']")
2025-08-27 16:04:53,521 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//button[normalize-space()='Ok']")
2025-08-27 16:04:54,561 | INFO | pages.base_page | Clicking element: ('xpath', "//button[normalize-space()='Ok']")
2025-08-27 16:04:54,615 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//div[contains(@class,'oxd-toast--success')]")
2025-08-27 16:12:02,824 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 16:12:05,985 | INFO | pages.base_page | Typing text into element ('name', 'username'): 'Admin'
2025-08-27 16:12:05,985 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'username') (timeout=10)
2025-08-27 16:12:06,657 | INFO | pages.base_page | Successfully typed text into element ('name', 'username')
2025-08-27 16:12:06,657 | INFO | pages.base_page | Typing text into element ('name', 'password'): 'admin123'
2025-08-27 16:12:06,657 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'password') (timeout=10)
2025-08-27 16:12:06,737 | INFO | pages.base_page | Successfully typed text into element ('name', 'password')
2025-08-27 16:12:06,737 | INFO | pages.base_page | Clicking element: ('xpath', "//button[@type='submit']")
2025-08-27 16:12:06,799 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='Claim']")
2025-08-27 16:12:09,656 | INFO | pages.claims_page | Starting a new claim process...
2025-08-27 16:12:09,656 | INFO | pages.base_page | Clicking element: ('xpath', "//a[normalize-space()='Submit Claim']")
2025-08-27 16:12:10,876 | INFO | pages.base_page | Clicking element: ('xpath', "//label[text()='Event']/../following-sibling::div//div[contains(@class,'oxd-select-text')]")
2025-08-27 16:12:11,556 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//div[@role='listbox' and not(contains(@style,'display: none'))]//div[@role='option'][normalize-space()='Accommodation']") (timeout=10)
2025-08-27 16:12:11,575 | INFO | pages.base_page | Clicking element: ('xpath', "//div[@role='listbox' and not(contains(@style,'display: none'))]//div[@role='option'][normalize-space()='Accommodation']")
2025-08-27 16:12:11,630 | INFO | pages.base_page | Clicking element: ('xpath', "//label[text()='Currency']/../following-sibling::div//div[contains(@class,'oxd-select-text')]")
2025-08-27 16:12:11,698 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//div[@role='listbox' and not(contains(@style,'display: none'))]//div[@role='option'][normalize-space()='Indian Rupee']") (timeout=10)
2025-08-27 16:12:11,718 | INFO | pages.base_page | Clicking element: ('xpath', "//div[@role='listbox' and not(contains(@style,'display: none'))]//div[@role='option'][normalize-space()='Indian Rupee']")
2025-08-27 16:12:11,775 | INFO | pages.base_page | Typing text into element ('xpath', "//label[text()='Remarks']/../following-sibling::div//textarea"): 'Automated claim'
2025-08-27 16:12:11,776 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//label[text()='Remarks']/../following-sibling::div//textarea") (timeout=10)
2025-08-27 16:12:11,865 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//label[text()='Remarks']/../following-sibling::div//textarea")
2025-08-27 16:12:11,865 | INFO | pages.base_page | Clicking element: ('xpath', "//button[normalize-space()='Create']")
2025-08-27 16:12:11,954 | INFO | pages.base_page | Clicking element: ('xpath', "//button[.//i[contains(@class,'plus')]]")
2025-08-27 16:12:16,520 | INFO | pages.base_page | Clicking element: ('xpath', "//label[text()='Expense Type']/../following-sibling::div//div[contains(@class,'oxd-select-text')]")
2025-08-27 16:12:17,099 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//div[@role='listbox' and not(contains(@style,'display: none'))]//div[@role='option'][normalize-space()='Accommodation']") (timeout=10)
2025-08-27 16:12:17,117 | INFO | pages.base_page | Clicking element: ('xpath', "//div[@role='listbox' and not(contains(@style,'display: none'))]//div[@role='option'][normalize-space()='Accommodation']")
2025-08-27 16:12:17,183 | INFO | pages.base_page | Typing text into element ('xpath', "//label[text()='Amount']/../following-sibling::div//input"): '10'
2025-08-27 16:12:17,183 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//label[text()='Amount']/../following-sibling::div//input") (timeout=10)
2025-08-27 16:12:17,277 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//label[text()='Amount']/../following-sibling::div//input")
2025-08-27 16:12:17,277 | INFO | pages.base_page | Typing text into element ('xpath', "//label[text()='Note']/../following-sibling::div//textarea"): 'Automated claim item'
2025-08-27 16:12:17,277 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//label[text()='Note']/../following-sibling::div//textarea") (timeout=10)
2025-08-27 16:12:17,384 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//label[text()='Note']/../following-sibling::div//textarea")
2025-08-27 16:12:17,384 | INFO | pages.base_page | Typing text into element ('xpath', "//input[@placeholder='yyyy-dd-mm'][1]"): '2025-08-27'
2025-08-27 16:12:17,384 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//input[@placeholder='yyyy-dd-mm'][1]") (timeout=10)
2025-08-27 16:12:17,467 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//input[@placeholder='yyyy-dd-mm'][1]")
2025-08-27 16:12:17,467 | INFO | pages.base_page | Clicking element: ('xpath', "//button[normalize-space()='Save']")
2025-08-27 16:12:17,533 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//div[contains(@class,'oxd-toast--success')]")
2025-08-27 16:12:18,567 | INFO | pages.claims_page | Claim created successfully
2025-08-27 16:12:26,439 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 16:12:29,876 | INFO | pages.base_page | Typing text into element ('name', 'username'): 'Admin'
2025-08-27 16:12:29,876 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'username') (timeout=10)
2025-08-27 16:12:30,514 | INFO | pages.base_page | Successfully typed text into element ('name', 'username')
2025-08-27 16:12:30,515 | INFO | pages.base_page | Typing text into element ('name', 'password'): 'admin123'
